search_keyword;search_location;job_title;job_posting_link;company_name;short_description;location;posted_date;rating
jobs that pay $15-$30 an hour;Los Angeles;Pest Control Technician (Paid Training);https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DG-geWZBz-YWS-vI5aSGt2j3Vxv-xFpV6jqUHtc0KmZgfIdbEjrvC4n71CMenM-bHy2msc2VrOGuvI_R0u-UzAPx3Fkv1WLkyaHs4znfrzaxD0RIxP7Iz2v1DimYvhgo8aOhRDd9cKjeXR8Lg5HjMtkoUtU5N3zsWhHvH_SSHvda_4zx6yUdlD3QA8DYadmcP5g9bD9pls67EVHdaYhFT07vbUzOwKtjxLuBbLsWp9Vt1pKgIygdn7o-lR2EjK1nhA-axPxVDfLKILGQCiumaoOsyBlXHAZFMuQaIPmVCebHAYctRT6pbYCNJo645SLyXcU6yCA46ZjYalJlVsbjLt52ZEVQpuDCNkG3w3wU0yb96l56fYkScbzfEGNaUbjNJL4XLm56Y-OYqtnMW0eNHs6CtTNiHj7OowI0Qs4E9WWmz_TasLFYxf0IwHtLt-XzoEMi2cspYPXgfs20bFkAhT6win-iyCAl7br8IvFqPlPRl557VDFkTRWR4P-n6VF7ydqb056an7P0uzd3VthrCT0gRyxzWO5HXFcMyXcjtZDZg2poWDdw9NbM4a1AwHh85tPPNi2uuluk61GYeVTnsLFzo459dEkYBx9Zr7bLYQng==&xkcb=SoBE-_M3ML4nI8x8Zx0CbzkdCdPP&p=9&fvj=1&vjs=3;DEWEY PEST CONTROL;"
Medical, Dental, Vision and Life Insurance.
401K, paid vacation, paid sick days, paid holidays and profit sharing.
Would you like to be your own boss?
";Los Angeles, CA 90004 (East Hollywood area);Posted 2 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Warehouse Associate;https://indeed.com/company/General-Bottle-Supply/jobs/Warehouse-Associate-1ed67bb1c8dfd8f2?fccid=df810e94fc224980&vjs=3;General Bottle Supply;"
We offer 8 paid holidays and vacation pay.
This position is Monday- Friday 8.00 am to 4.30 pm.
We cover 100% of employees health and dental insurance and 50% on…
";Los Angeles, CA 90031 (Lincoln Heights area);Posted 30+ days ago;
jobs that pay $15-$30 an hour;Los Angeles;Warehouse Worker - Package Handler;https://indeed.com/rc/clk?jk=721f15c4dea4fbf0&fccid=fcf465e707df52fb&vjs=3;UNITED PARCEL SERVICE;"
Applying for this role online is quick and easy – and you could even schedule your first day of work within 25 minutes!
Complete our online application process.
";Los Angeles, CA;Posted 1 day ago;
jobs that pay $15-$30 an hour;Los Angeles;School Bus Driver. *Training Provided*;https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ae-xudbCJfCJtiVEBWaUyUx2wYWSRtJz28gTK3KPS9hRHAKpN4-wyRVJS0zt-3WFJLSx7tFdQ9VtkVhBAQMgbvlcPN_7c1MtbXYKYCaBYGw4bpBq_EtLSVnM0hJWmSEUOpSvMZh4mDNkRpllFtXHZZA03UHdDA_GvayOMlrOVv33IaffIMTKjLGVjBSbLN2XY7TaITZP84qEgBWnsofAOX9BLVTEnvK5omrrl3hi-iMT2X9xSswmd5-gXILOmVGLMcc17HgWryAJP58oMbZlaqOHwgvPNF3eepmtXsj--z41bOzfItxFXPgN7fGMzpZC3s88YR_Q3mbFK-kniMeCYr7RmFJJy5UN72e30z30Z3Ep4Bm5WOeuaRUow_D_S3RJOmLeNqM3pTITdQ6BX_sLzX4HBl-j_hIphaf6B7svMtEs5PkikfLAq0Bae5OKXkLO6ktc9_L1K9XnMToWuhXLSGFugO_IaSiiFRgSIn-ukRStPh9dE-W8wMwvbXIm5KTPMoFmGeMBkeRbsomSZ75Jt4Plh15knI267QU6SQyNMVY-b7xwauPmkEqikP9mvlCpmzlvomO9Rym_ft_REhY001&xkcb=SoDj-_M3ML4nI8x8Zx0HbzkdCdPP&p=12&fvj=1&vjs=3;Zum SF Inc.;"
Payout Schedule: The signing bonus will be paid out over a 4-month period, starting 75 days after the school year begins, with payments made during the last pay…
";Los Angeles, CA 90012;Active 2 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Train Attendant - 90342837 - Los Angeles, CA;https://indeed.com/rc/clk?jk=fb17406710c836c4&fccid=bb33f33a46da0fc6&vjs=3;Amtrak;"
We want your work at Amtrak to be more than a job – we want it to be a fulfilling experience where you find challenging and rewarding opportunities, respect…
";Los Angeles, CA 90012 (Chinatown area);Posted 30+ days ago;
jobs that pay $15-$30 an hour;Los Angeles;Cannabis Weigh Technician;https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DO8gz_pGh15TKkKR35YmMtgXRd_wYL7tsUbFjkk3VVCgE6zTLTJbvN8idBY1rc5U8tvJwQ8GYSg8_2rWvCr3jy0Z3VMf7pBxkrSCcUujKriOYzl4FCEjHxu06j3GDKI8b3_H2zKANa1oqUvIUd-b9GC-c_dtXSKWGF1KzeDJEACgJkvkeFN28BWhm0Att8JwqHWyfujnL9eai7eqMQo3DbCY5PC19TO8V_2-I6Pkf2ZI5erKHwjWRHgTB1vuvLT-3Je9cc26RCFswxwQhOFEXCb5CX_Pl5xOvlF5bgck9cLBMuc47giWpPcGzTAyIWB3gD3uwFfpOa9FFumuaS6g0DX-3BDajoJtewsdluH1r2wj84pAnZVyEpBxIfCi_GOtAO8B7uki5BBBLHfr65xk3pKaWtnEUin1YLjd_HXvQBlbOHmlYlFryw0PTLNxbznVDU7L6YEqcbNdB24TJBDIapr7w6Qt22h6xV6A2uo5iGo5_BZrUh-d6WMGY4hoMhA-dyM2sXUNq7vVGo6COrB2kgwW28M2hXBIdfsfHBZ-IO6Hss4v9luv8Q&xkcb=SoB--_M3ML4nI8x8Zx0EbzkdCdPP&p=14&fvj=1&vjs=3;Cannabis Cultivation Co.;"
We are a fully licensed boutique cannabis cultivation facility located in the Los Angeles area seeking highly motivated candidates to add to our amazing &…
";Los Angeles, CA 90007 (Historic South-Central area);Active 2 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Warehouse Associate;https://indeed.com/rc/clk?jk=184e5627bca4cb5d&fccid=fcf465e707df52fb&vjs=3;UNITED PARCEL SERVICE;"
Who exactly are UPS Warehouse Workers?
Also known as Package Handlers, many of our Warehouse Workers load/unload packages in and out of UPS trailers or our…
";Los Angeles, CA;Posted 1 day ago;
jobs that pay $15-$30 an hour;Los Angeles;Cashier Team;https://indeed.com/rc/clk?jk=60b559de4e3e8ce8&fccid=774b8d69189545c7&vjs=3;Urth Caffe;"
Successfully pass a medical background.
Successfully pass a Drug & Physical Screening.
Regularly required to stand, walk, squat and bend.
";Los Angeles, CA 90013 (Downtown area);Active 5 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Office Technician;https://indeed.com/company/Los-Angeles-Unified-School-District/jobs/Office-Technician-b5f4fc36f6a7dba0?fccid=67238882479f88a2&vjs=3;Los Angeles Unified School District;"
Individuals selected for this position will perform variety of clerical and/or support duties at schools and offices.
";Los Angeles, CA 90017 (Westlake area);Posted 30+ days ago;
jobs that pay $15-$30 an hour;Los Angeles;Crew Member;https://indeed.com/rc/clk?jk=1fd7009452414c55&fccid=0cf8aff64a0a4913&vjs=3;Dunkin;"
Crew Members play a vital role in delivering great guest experiences.
They prepare products according to operational and quality standards, and serve them with…
";Los Angeles, CA 90028 (Hollywood area);Posted 26 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Cannabis Dispensary Budtender;https://indeed.com/company/Pineapple-Ventures-Ince/jobs/Marijuana-Budtender-520c15d15e8f5465?fccid=f9d76b5eabd616ed&vjs=3;Pineapple Express;"
The Budtender / Inventory & Fulfillment Associate will support the.
Accurate delivery and distribution of products labeled in accordance.
";Hollywood, CA 90028;Active 2 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Barista;https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DKHknhcdQR22JAo7Tvz6t5UgL6jygUiIGl76b4hScPfMZv5TIRToPV5TzbtUnmF8Z6klkLIqrLEfLpQNfOUtqyipwlFD2VFI8YQiZ1V9iN393oyevL-1fJJIgJvacKHsI1lNGGGSbDCsLszrGo_MsRaXQjnvKF6jDpnTyoGW9l_Kd3cYmCs42YVWWF53mccOhD9EfLcNL7d0JaBhUGbNB2alQZU7Sup86JR1_PRwwzKlF3OVKOAzxH0plwGU7ONf3lHl2GpiRm0ZsHSwfCU0KkEONtSCBg_nBLZgjtIgfAhr6Gbs6kVtOX8PvYBjdTnZ4ZGyT6Hi1LFQuIt5oVTEk5QmCb4XxeTbVR8MjZ_XrL8oYWZses5PIDQEBmk2El84t0iqjaulRZS44xtbsU1VR2em9OceZBJuQ2sX2FB0xgdDz-3STPy7Ad21WxT3WI25Imr6anZgtsodxAyzKQAp_80dPEUiAVcGnNSyO8_RER0aDYGPNlcu6CjpMxe1_jBB8x1mUYgHu3QkxIRanG0hcOLHHMirtBCgs=&xkcb=SoA3-_M3ML4lM_xyqh0ObzkdCdPP&p=5&fvj=1&vjs=3;Supp;"
The pay is award rates or higher.
Staff safety on-site is paramount.
Job Types: Full-time, Part-time, Temporary.
";Los Angeles, CA;Active 2 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Call Center Customer Service Representative;https://indeed.com/rc/clk?cmp=WPAS%2FBPA&ti=Call+Center+Representative&jk=84d30713460406b9&fccid=4e1bb0914b44d3ff&vjs=3;WPAS;"
Take customer calls and provide accurate, satisfactory answers to their queries and concerns.
De-escalate situations involving dissatisfied customers, offering…
";Los Angeles, CA 90017 (Westlake area);Active 2 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Braille Transcriber;https://indeed.com/company/Los-Angeles-Unified-School-District/jobs/Transcriptionist-927deef41fa67a15?fccid=67238882479f88a2&vjs=3;Los Angeles Unified School District;"
Braille Transcriber(s) operate a braillewriter and a computer using braille transcription software, electronic braille embossers, scanners, and other related…
";Los Angeles, CA 90017 (Westlake area);Posted 30+ days ago;
jobs that pay $15-$30 an hour;Los Angeles;Tesla Advisor;https://indeed.com/company/Tesla/jobs/Tesla-Advisor-e3364e6cb76be9ef?fccid=86e9be6ce380173e&vjs=3;Tesla;"
Must have open flexibility between the hours of 9-9pm M-Sun.
The Tesla Advisor consistently delivers on an incredible educational, immersive, and exciting…
";Los Angeles, CA 90001 (Florence area);Active 2 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Server // Part-time Weekdays;https://indeed.com/company/Vui-Ve/jobs/Server-e80cf120a02e2cac?fccid=997e2f58ac3b6fa5&vjs=3;Vui Ve;"
*** Position is available for part-time on weekdays.
Schedule is routined weekly and does not change. ***.
Fill in for absent staff as needed.
";Los Angeles, CA 90012 (Downtown area);Today;
jobs that pay $15-$30 an hour;Los Angeles;Retail Sales Associate;https://indeed.com/company/T--Mobile/jobs/Retail-Sales-Associate-c9a5913ad424cf63?fccid=d124dbfd3785b597&vjs=3;Metro by T-Mobile;"
The successful candidate will be responsible for greeting customers, providing product information, assisting with purchases, and maintaining the store's…
";Los Angeles, CA 90057 (Westlake area);Today;
jobs that pay $15-$30 an hour;Los Angeles;Cannabis Cultivator;https://indeed.com/company/Odyssey-Personnel,-LLC./jobs/Cannabis-Cultivator-cd48dcc10ddbc6b5?fccid=b1f5b58ee1dd53ed&vjs=3;Odyssey Personnel, LLC.;"
The Cultivation Technician performs all cannabis cultivation functions, from propagation, feeding, irrigation, pest control, trimming, harvesting, drying, and…
";Los Angeles, CA 90021 (Downtown area);Active 3 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Local delivery driver;https://indeed.com/company/JDM-Couriers/jobs/Local-Driver-38efa4f9352b05bf?fccid=aafcee30568dc5e9&vjs=3;JDM Couriers LLC;"
Looking for consistent workers that would like to work around six days a week.
Willing to accommodate five days a week and/or weekends only.
";Vernon, CA;Active 2 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Front Desk Agent - Thompson Hotel;https://indeed.com/company/Ten-Five-Hospitality-(Mes-Amis)/jobs/Front-Desk-Agent-4c3795ad42168d7d?fccid=212b1c8c4a3dba0e&vjs=3;Thompson Hollywood Hotel;"
Job Summary: *Greets and registers guests, provides prompt and courteous service, and closes out guest accounts upon completion of stay to meet Thompson…
";Los Angeles, CA 90028 (Hollywood area);Active 1 day ago;
jobs that pay $15-$30 an hour;Los Angeles;Nonprofit Summer Campaign Jobs to Reduce Plastic Pollution;https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CbuxY7WzrsBkUssbBSX3GG_KJonE1ONgGwODewYNscD5e6HSsRx-jF9kLlIyjgMtJ2M45Y593WHbWIapsVdJe-M_Q3qGGAhCeBM-e1Iml3fw9qoNfMuLZKCrjDA9nGrI4PFUoQ1xN2SgGQEC_HaoSShZLrio0yirdYoavBUT-oz8cDd7rby-7Gc_hJu8g30UhfVgwwrDLZKxGgiu13hEs-ZThrduga3uTkmECoxunlozgZTVW-2_wzmZqyusHQoE5DVKCx39e1cI3RkDng_Sw4zIteUbF4YZIq8ZlTRu7XotXlzgchTIrs8lFk_uNVo4vVmqUufKXMFl0vqO-RlVPAZpt6xayKvtyk4p3KVYCIL6SLeMqyEgpZLgHV7l9Sw1G_N-bHM6ccZPuv_fjANKXNadjqJhgBevMBgFUFRnAzud8Y9RWqNUdW8RV28RNpEjYIQSZN_32xWGuB9rUegJY9dDRv8OrAJ7SW7X_sxLKS2-OAoLSxFPEe75YLEpFLHf5EQQ0uEFU5Pmpc4WKBuRwXNVSbDAuyylgHPb26Zzw0JAE2GFrdIFtRhyjd6UF7dj2LF-Z4ZrsqWYd1MK4TYAEta-k4ZW9aSS8K_Q-hQiDoyQ==&xkcb=SoDN-_M3ML4lM_xyqh0FbzkdCdPP&p=14&fvj=1&vjs=3;Calpirg;"
Staff earn a base pay between $15 to $18 per hour, which varies by location, plus may earn an additional $1 to $10 per hour or more for exceeding the minimum…
";Los Angeles, CA 90010 (Koreatown area);Active 8 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Moving Team Associate;https://indeed.com/company/Coast-to-Coast-Movers/jobs/Freight-Team-Associate-888f04b4c2df519c?fccid=df302aa41729f64d&vjs=3;Coast to Coast Movers;"
In need efficient movers around Los Angeles.
Must be able to lift 50 lbs.
$20-$30 per hour.
No experience necessary, but 1+ years of mover or warehouse…
";Los Angeles, CA;Active 2 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Crew;https://indeed.com/rc/clk?jk=878ae1a985423cd5&fccid=3446b607ae10456c&vjs=3;Hart House;"
Living Wages: We pay living wages that afford you and working families a decent quality of life.
Hart House is not yesterday’s burgers-and-fries joint.
";Los Angeles, CA 90007 (Exposition Park area);Active 27 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Nonprofit Summer Campaign Jobs to Reduce Plastic Pollution;https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CbuxY7WzrsBkUssbBSX3GG_KJonE1ONgGwODewYNscD5e6HSsRx-jF9kLlIyjgMtJ2M45Y593WHbWIapsVdJe-M_Q3qGGAhCeBM-e1Iml3fw9qoNfMuLZKCrjDA9nGrI4PFUoQ1xN2SgGQEC_HaoSShZLrio0yirdYoavBUT-oz8cDd7rby-7Gdy6cyJQfFwduor6anso1hdS6Fpj8wzbxpMhl8OasqR1F2deRPfntQmQt9xSqe39YESZll1Ho88RB_0hzIaqIWOkh9L6ddrsRC8Eg0QL-rJqOi0dRjslbMrCvC3jdycjjtVv9TwU385ZFcN7lEXlQiw9gbN3bORIgA0kftmkoCpXaP294YztPOyyb-IiDyzu3KZ6JXjF7b0s_VrJw1bYMKMd_eMdV9Umlj5nGy6QIpC8Maf_Ee5vzh-QZzUZ8opOY9ZyIaezbCCPLt04ae6-KlXIOmztW_cPmjlYORD50XdljO-CisPgcuj7973iCBFQM8MhgO_V38AG1XjOe0OfuUzVLH2gMVDjYFs4AhVt6ARnkgHuRYsjFsOAF7-EJ6Zpoous1qFmRmMsfwwKw8eeeYv4ti4g6kBXy0jxR4r4NJNaGHy6LLv_34Q==&xkcb=SoCF-_M3ML4jEPR8Zx0JbzkdCdPP&p=2&fvj=1&vjs=3;Calpirg;"
Staff earn a base pay between $15 to $18 per hour, which varies by location, plus may earn an additional $1 to $10 per hour or more for exceeding the minimum…
";Los Angeles, CA 90010 (Koreatown area);Active 8 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Receptionist;https://indeed.com/rc/clk?jk=f1a4ae142ca7b9dd&fccid=dd616958bd9ddc12&vjs=3;Encodle Link;"
At Encodle Link, we are a creative and media digital agency that specializes in connecting brands with their audience in the digital realm.
";Los Angeles, CA;Today;
jobs that pay $15-$30 an hour;Los Angeles;Front Desk Receptionist / Office Assistant;https://indeed.com/company/Start-Life-Chiropractic/jobs/Front-Desk-Receptionist-3c2f56fe66254d7f?fccid=325587b08d7d3b02&vjs=3;Start Life Chiropractic;"
We are looking for a Receptionist / Coordinator to join our Chiropractic office.
If you have a warm, welcoming smile and personality who is patient focused then…
";Glendale, CA 91205 (Glendale area);Active 3 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Front Desk Receptionist;https://indeed.com/company/Chayil-Maison/jobs/Front-Desk-Receptionist-6263e1724ef6046f?fccid=f51cdafab8853906&vjs=3;Chayil Maison;"
Chayil Maison Front Desk Job Description.
LIMITED OPPORTUNITY TO PLAY IN THE HEART OF DTLA!.
Chayil Maison* is a well-known DTLA nail salon that provides an…
";Los Angeles, CA 90015 (Downtown area);Active 7 days ago;
jobs that pay $15-$30 an hour;Los Angeles;>>DELIVERY DRIVER ** AMAZON PRIME<< MAKE $900-$1100 WEEKLY;https://indeed.com/company/Express-Ave.-Logistics/jobs/Delivery-Driver-353d45c993146026?fccid=289a18c1df5c176a&vjs=3;Amazon DSP;"
Bi-weekly pay (includes discretionary and non-discretionary bonuses).
*Comprehensive Benefits *Safe Driver Bonus *Performance Bonus *Referral Bonus*.
";Los Angeles, CA;Active 5 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Lobby Attendant;https://indeed.com/rc/clk?jk=0f71dbb9f386b349&fccid=9474516a9efc22f2&vjs=3;Four Seasons;"
Beverly Wilshire, A Four Seasons Hotel is looking for a Lobby/Public Area Attendant who shares our passion for excellence and is enthusiastic about creating the…
";Los Angeles, CA;Posted 30+ days ago;
jobs that pay $15-$30 an hour;Los Angeles;Customer Support Representative;https://indeed.com/company/WARREN/jobs/Customer-Support-Representative-21dddcf9db4ccacc?fccid=9b28ec8ccaa0fd91&vjs=3;Warren;"
Warren inc *is a fast-growing innovative business consulting company where innovation and excitement are just around the corner.
";Los Angeles, CA;Today;
jobs that pay $15-$30 an hour;Los Angeles;Office Receptionist;https://indeed.com/company/Journey-Builders,-Inc./jobs/Receptionist-e97542c65a5254b9?fccid=dd616958bd9ddc12&vjs=3;Journey Builders, Inc.;"
Journey Builders is a family-owned roofing and construction company located in Burbank, CA.
Our company takes pride in providing our customers with the best…
";Burbank, CA 91502;Active Today;
jobs that pay $15-$30 an hour;Los Angeles;Construction Worker;https://indeed.com/company/Vir-Construction/jobs/Construction-Laborer-9108880ad4153f8d?fccid=11729dc62730f085&vjs=3;Vir Construction;"
We are currently seeking a Construction Laborer to join our team.
The ideal candidate will have experience in the construction industry and be able to safely…
";Los Angeles, CA;Today;
jobs that pay $15-$30 an hour;Los Angeles;Delivery Driver;https://indeed.com/company/GoFlyy/jobs/Delivery-Driver-adc5bcd1a26f4485?fccid=2e6a43ed6560a14b&vjs=3;GoFlyy;"
Flexible schedules, weekly pay, and 1099 contract.
We deliver for fashion, beauty, and wellness retailers.
We're looking for amazing delivery persons to work…
";Los Angeles, CA;Active 2 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Package Delivery Driver;https://indeed.com/company/A-To-B-Logistics/jobs/Delivery-Driver-1a4b6f58f7e775ff?fccid=eb66c2e7e495add6&vjs=3;A to B Logistics;"
We pay per delivery so you can control how much you want to earn.
Are you an experienced and reliable driver looking for a great opportunity?
";Vernon, CA 90058;Active 6 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Entry Level Customer Service Assistant;https://indeed.com/rc/clk?jk=ef4512c5c8eca586&fccid=dd616958bd9ddc12&vjs=3;Encodle Link;"
At Encodle Link, we are a creative and media digital agency that specializes in connecting brands with their audience in the digital realm.
";Los Angeles, CA;Today;
jobs that pay $15-$30 an hour;Los Angeles;Wendy's Seasonal Team Member;https://indeed.com/rc/clk?jk=3eed0b674f67f17f&fccid=bf3eb334a33e35d2&vjs=3;Wendy's;"
Actual earnings will vary based on factors such as: restaurant brand, experience, education, geography, applicable minimum wage, unit volume(s), hours worked &…
";Los Angeles, CA 90017 (Downtown area);Posted 26 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Warehouse Picker/Packer;https://indeed.com/company/Tic-Toc-LA/jobs/Packer-3333dce6cd95de3b?fccid=84d4a6db972288b4&vjs=3;Tic Toc LA;"
Responsibilities include storing merchandise, picking, packing and scanning orders.
The goal is to increase efficiency, profitability and customer satisfaction.
";Los Angeles, CA;Active 2 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Budtender;https://indeed.com/rc/clk?jk=f0444c4343fd80d8&fccid=d6c678b0d90592b7&vjs=3;The Cure Company;"
Full Time and Part Time Budtenders.
Previous experience working in Cannabis preferred.
Friendly demeanor and sales oriented customer service.
";Los Angeles, CA 90023 (Boyle Heights area);Posted 8 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Food Server/Cashier - Highland Park;https://indeed.com/company/Donut-Friend/jobs/Food-Service-Worker-55566c4405f4724e?fccid=c47fe2fd055aae36&vjs=3;Donut Friend;"
Possess amazing customer service skills.
Care about the quality of their work and always strive to make beautiful things.
*Be able to lift 50 lbs.
";Los Angeles, CA 90042 (Highland Park area);Active 6 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Data Operator;https://indeed.com/rc/clk?jk=82d2c09efc584564&fccid=14c78e0b6e1b9e24&vjs=3;Urban Alchemy;"
Reports To: Manager of Data and Reporting.
Experiencing homelessness, mobile bathrooms and showers, and street cleaning services.
";Los Angeles, CA 90012 (Downtown area);Today;
jobs that pay $15-$30 an hour;Los Angeles;Cannabis Cultivator - Indoor;https://indeed.com/rc/clk?cmp=Tradecraft-Farms&ti=Cannabis+Cultivator+-+Indoor&jk=99f69e316093c966&fccid=50dde52fafc30130&vjs=3;Tradecraft Farms;"
Applicants must have 2 years experience growing in a Commercial Cultivation Facility. *.
Applicants must have 2 years experience growing in Rockwool. *.
";Los Angeles, CA 90023 (Boyle Heights area);Active 2 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Cashier/Customer Service;https://indeed.com/rc/clk?cmp=The-Master-of-Fashion&ti=Customer+Service+Associate+%2F+Cashier&jk=4be81ee13e6af4fa&fccid=f60dd3d55d70be0d&vjs=3;Pink Elephant Liquor;"
Part time/ full time cashier for evening hours.
Job Types: Full-time, Part-time.
All customers are required to wear masks.
";Los Angeles, CA 90027 (Los Feliz area);Today;
jobs that pay $15-$30 an hour;Los Angeles;Crew Member;https://indeed.com/rc/clk?jk=651eaebd8e3f26d2&fccid=d64871cccbfe249a&vjs=3;Carl's Jr.;"
The Crew Person is responsible and accountable for performing specific tasks and duties, as assigned, within the restaurant.
Stand for long periods of time.
";Los Angeles, CA 90031 (Lincoln Heights area);Active 9 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Shipper/Shipping associate *Weekly Pay**;https://indeed.com/rc/clk?jk=0a02a4ee3e2957d2&fccid=dd616958bd9ddc12&vjs=3;FTR Staffing LLC;"
Working knowledge of Ship Station, World ship or similar shipping software.
1 years proven experience as a Shipping Clerk (required).
Shift: 8am to 4:30 pm.
";Los Angeles, CA 90007;Posted 2 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Shipper/receiver;https://indeed.com/rc/clk?cmp=Castleworks&ti=Shipper%2Freceiver&jk=2c1b3349b8db1307&fccid=e1bd0547eb80d71d&vjs=3;Castleworks;"
Coordinate and oversee the daily shipment and receiving operations.
Receive incoming products, check for quality, and maintain an organized storage system.
";Los Angeles, CA;Active 16 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Part Time Teller (20 hours) - Los Feliz Branch- Resident;https://indeed.com/rc/clk?jk=ae18706f8861529a&fccid=5bcd1ef0a7f4fb99&vjs=3;Citi;"
The Teller is an entry-level position responsible for assisting with the execution of branch activities, including day-to-day delivery of client-facing services…
";Los Angeles, CA;Posted 30+ days ago;
jobs that pay $15-$30 an hour;Los Angeles;Case Administrator;https://indeed.com/company/Bridge-for-Kids/jobs/Administrator-38be47122ddd43c6?fccid=df57458451592a2f&vjs=3;Bridge for Kids;"
Render timesheets for each pay period and submit paperwork for payroll and billing.
Full time - remote with possible twice a month in the office.
";Remote in Los Angeles, CA;Active 2 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Cannabis Operations Associate;https://indeed.com/company/Lime-Cannabis-Co./jobs/Operations-Associate-bb10c30a68ad0e76?fccid=bd1b8e0166d42a58&vjs=3;Lime Cannabis Co.;"
We are looking for individuals with the following Pre-Roll experience: knowledgeable of scales, stuffing of cones, pay attention to detail, speedy, and able to…
";Los Angeles, CA 90021;Active 3 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Dog Walker/Pet Sitter;https://indeed.com/company/Send-Me-a-Pro-Los-Angeles/jobs/Dog-Walker-a7f78897f91e25bf?fccid=411e4aaaecff71a3&vjs=3;Send Me a Pro Los Angeles;"
Job Type: Part-time | Contract.
Keep your current availability and simply add to your schedule when you wish.
We do all the sales and marketing for you!
";West Hollywood, CA;Active 7 days ago;
jobs that pay $15-$30 an hour;Los Angeles;General Warehouse Employee;https://indeed.com/company/Z-&-S-Electronics/jobs/Warehouse-Worker-65f0ad744f9fa28b?fccid=97cb0583f0a2d102&vjs=3;Z & S Electronics;general warehouse work ,fixing helping to pack and other ordinary works in the warehouse. Job Type: Full-time Pay: From $17.00 per hour Experience level: *…;Los Angeles, CA 90021 (Downtown area);Active 2 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Cashier;https://indeed.com/rc/clk?jk=abc501b2b9440c6c&fccid=12fc3df222e76389&vjs=3;CACTUS TAQUERIA INC;"
O If you need to do a pay out or a refund let your manager know.
This job requires occasional bending (neck and waist), squatting, twisting (neck and waist),…
";Los Angeles, CA 90014;Posted 1 day ago;
jobs that pay $15-$30 an hour;Los Angeles;Crossing Guard;https://indeed.com/company/City-of-Los-Angeles/jobs/Crossing-Guard-1c085601be312e96?fccid=90ebb803a696a758&vjs=3;City of Los Angeles;"
The current rate of pay is $22.00 per hour.
Crossing Guards help ensure that children travel to and from school safely.
";Los Angeles, CA;Active 13 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Call Center Scheduler;https://indeed.com/rc/clk?jk=3f2b0aad8e6f4cbd&fccid=d28e148d8267004b&vjs=3;Repipe Specialists;"
We have an immediate opening for an upbeat and friendly person who can manage a large volume of incoming calls, coordinate and schedule appointments for…
";Burbank, CA 91502;Posted 30+ days ago;
jobs that pay $15-$30 an hour;Los Angeles;Cashier;https://indeed.com/company/Prime-Pizza/jobs/Cashier-99c78a9762d53698?fccid=09fe56003a25e30e&vjs=3;Prime Pizza;"
As a Cashier, you will play a vital role in providing excellent customer service and ensuring smooth transactions.
Job Types: Full-time, Part-time.
";Los Angeles, CA 90012 (Downtown area);Posted 30+ days ago;
jobs that pay $15-$30 an hour;Los Angeles;Pressure Washer;https://indeed.com/company/Block-By-Block/jobs/Pressure-Washer-Technician-e7f05c9d0c068ec3?fccid=a466451df006b54a&vjs=3;Block by Block;"
In this case, that means pressure washing the dirt, filth, and grime off your cities streets and sidewalks,*.
Operating various equipment to vacuum, remove gum,…
";Los Angeles, CA 90028 (Hollywood area);Active 2 days ago;
